query,estimated_rows,actual_rows,startup_cost,total_cost,execution_time_ms,q_error,correlation_feature,join_count,selectivity,predicate_count,estimated_selectivity,query_complexity,correlation_strength
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",315,0,199498.32,204189.74,442.941,315.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,436.808,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",414653,411585,61072.5,289609.36,1726.934,1.0074541103295795,0.9984,2,0.0685836118186067,6,0.0685836118186067,12,0.8230033418232804
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,542.333,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",898145,906756,61072.5,360521.15,2113.83,1.0095875387604452,0.9984,2,0.1510954031808558,6,0.1510954031808558,12,1.8131448381702695
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1153.732,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1386429,1400624,61072.5,432133.84,2709.657,1.0102385336717568,0.9984,2,0.2333900718437849,6,0.23339007184378488,12,2.800680862125419
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1305.942,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1870340,1898175,99943.95,499283.21,3795.086,1.0148823208614477,0.9984,2,0.3162984495639633,6,0.3162984495639633,12,3.7955813947675594
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1449.316,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2352041,2394616,99943.95,556191.09,4246.647,1.0181013001048875,0.9984,2,0.399021864739057,6,0.399021864739057,12,4.788262376868683
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'O'
        AND o_totalprice > 6000;",720038,723757,0.0,50172.0,326.441,1.005165005180282,0.0258,0,0.4825046666666667,4,0.48250466666666675,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'O'
        AND o.o_totalprice > 6000;",720038,723757,10545.0,97895.52,993.269,1.005165005180282,0.0258,1,0.4825046666666667,4,0.48250466666666675,4,1.9300186666666668
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,414.792,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",315,0,199498.32,204189.74,489.881,315.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,492.714,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",414653,411585,61072.5,289609.36,1896.705,1.0074541103295795,0.9984,2,0.0685836118186067,6,0.0685836118186067,12,0.8230033418232804
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,534.162,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",898145,906756,61072.5,360521.15,2163.147,1.0095875387604452,0.9984,2,0.1510954031808558,6,0.1510954031808558,12,1.8131448381702695
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1263.762,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1386429,1400624,61072.5,432133.84,2777.308,1.0102385336717568,0.9984,2,0.2333900718437849,6,0.23339007184378488,12,2.800680862125419
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1254.869,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1870340,1898175,99943.95,499283.21,3692.891,1.0148823208614477,0.9984,2,0.3162984495639633,6,0.3162984495639633,12,3.7955813947675594
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1323.347,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2352041,2394616,99943.95,556191.09,4039.819,1.0181013001048875,0.9984,2,0.399021864739057,6,0.399021864739057,12,4.788262376868683
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'P'
        AND o_totalprice > 6000;",38349,38537,1000.0,41881.9,125.824,1.0049023442593028,0.0258,0,0.0256913333333333,4,0.0256913333333333,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'P'
        AND o.o_totalprice > 6000;",38349,38537,38246.74,47276.34,156.844,1.0049023442593028,0.0258,1,0.0256913333333333,4,0.0256913333333333,4,0.1027653333333332
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,399.461,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",315,0,199498.32,204189.74,470.959,315.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,455.386,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",414653,411585,61072.5,289609.36,1613.324,1.0074541103295795,0.9984,2,0.0685836118186067,6,0.0685836118186067,12,0.8230033418232804
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,515.373,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",898145,906756,61072.5,360521.15,2102.332,1.0095875387604452,0.9984,2,0.1510954031808558,6,0.1510954031808558,12,1.8131448381702695
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1167.223,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1995-01-01';",1386429,1400624,61072.5,432133.84,2393.595,1.0102385336717568,0.9984,2,0.2333900718437849,6,0.23339007184378488,12,2.800680862125419
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1996-01-01'
            AND l_commitdate < '1996-01-01'
            AND l_discount > 0.04;",1103612,1881985,0.0,223575.5,1202.102,1.7052958829733638,0.9984,0,0.3136006625325038,3,0.3136006625325038,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1996-01-01';",1870340,1898175,99943.95,499283.21,3630.364,1.0148823208614477,0.9984,2,0.3162984495639633,6,0.3162984495639633,12,3.7955813947675594
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1997-01-01'
            AND l_commitdate < '1997-01-01'
            AND l_discount > 0.04;",1742597,2379750,0.0,223575.5,1288.766,1.365634165558646,0.9984,0,0.3965446996983111,3,0.3965446996983111,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 6000
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1997-01-01';",2352041,2394616,99943.95,556191.09,3791.122,1.0181013001048875,0.9984,2,0.399021864739057,6,0.399021864739057,12,4.788262376868683
"SELECT *
    FROM orders
    WHERE o_totalprice > 8500;",1473846,1475361,0.0,46422.0,319.76,1.00102792286304,0.0258,0,0.983574,2,0.9835740000000001,0,0.0
"SELECT *
        FROM orders
        WHERE o_orderstatus = 'F'
        AND o_totalprice > 8500;",719925,717035,0.0,50172.0,306.134,1.0040304866568577,0.0258,0,0.4780233333333333,4,0.4780233333333333,0,0.0
"SELECT *
        FROM customer c
        JOIN orders o
        ON c.c_custkey = o.o_custkey
        WHERE o.o_orderstatus = 'F'
        AND o.o_totalprice > 8500;",719925,717035,10545.0,97889.97,868.57,1.0040304866568577,0.0258,1,0.4780233333333333,4,0.4780233333333333,4,1.9120933333333332
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1992-01-01'
            AND l_commitdate < '1992-01-01'
            AND l_discount > 0.04;",1,0,1000.0,163311.89,365.825,1.0,0.9984,0,0.0,3,1e-06,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 8500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1992-01-01';",313,0,199457.37,204148.58,438.842,313.0,0.9984,2,0.0,6,1e-06,12,0.0
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1993-01-01'
            AND l_commitdate < '1993-01-01'
            AND l_discount > 0.04;",54072,391187,1000.0,168718.99,439.959,7.23455762686788,0.9984,0,0.0651846334450607,3,0.0651846334450607,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 8500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1993-01-01';",412211,410944,60967.03,289125.4,1621.339,1.0030831451487308,0.9984,2,0.0684768001146434,6,0.0684768001146434,12,0.8217216013757207
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1994-01-01'
            AND l_commitdate < '1994-01-01'
            AND l_discount > 0.04;",254698,887768,1000.0,188781.59,505.597,3.4855711470054733,0.9984,0,0.1479313772294443,3,0.1479313772294443,0,0.0
"SELECT *
            FROM customer c
            JOIN orders o
            ON c.c_custkey = o.o_custkey
            JOIN lineitem l
            ON o.o_orderkey = l.l_orderkey
            WHERE o.o_totalprice > 8500
            AND l.l_discount > 0.04
            AND l.l_shipdate < '1994-01-01';",892856,905384,60967.03,359666.15,1995.853,1.0140313779601635,0.9984,2,0.1508667828098143,6,0.1508667828098143,12,1.8104013937177716
"SELECT *
            FROM lineitem
            WHERE l_shipdate < '1995-01-01'
            AND l_commitdate < '1995-01-01'
            AND l_discount > 0.04;",605227,1382990,0.0,223575.5,1110.712,2.2850765084835936,0.9984,0,0.230451666870792,3,0.23045166687079197,0,0.0
